iter	Logloss
190	0.18447996
191	0.1842176758
192	0.1839979153
193	0.1837081709
194	0.1834473207
195	0.1830405359
196	0.1826449176
197	0.1821962413
198	0.1818781503
199	0.1816737891
200	0.1813638594
201	0.1811622069
202	0.1807610825
203	0.1803807582
204	0.180051596
205	0.1796569649
206	0.179294903
207	0.1789567193
208	0.1786668105
209	0.1782575875
210	0.178002459
211	0.1777628066
212	0.177452877
213	0.1770564607
214	0.1768762099
215	0.1765724657
216	0.1763630178
217	0.1762461309
218	0.1758223235
219	0.1755304754
220	0.1752558258
221	0.1750335216
222	0.1747209796
223	0.1744506024
224	0.1741541386
225	0.1738062372
226	0.1736516618
227	0.17326213
228	0.1730124273
229	0.1727618027
230	0.1725291889
231	0.1722559015
232	0.1719134996
233	0.1716528154
234	0.1713308869
235	0.1709982131
236	0.1706805695
237	0.1703883126
238	0.1701242049
239	0.1698551762
240	0.1697188479
241	0.1694038546
242	0.1691546324
243	0.168792323
244	0.1686191551
245	0.1683148611
246	0.1679108957
247	0.1675372224
248	0.1672661116
249	0.1670660823
250	0.1667064781
251	0.1663577239
252	0.1662055482
253	0.1660153185
254	0.1657529409
255	0.1654052942
256	0.165113626
257	0.1649011077
258	0.1646244211
259	0.1643951114
260	0.1640715383
261	0.1639604857
262	0.1637665642
263	0.1635878469
264	0.1634411604
265	0.1633064022
266	0.1631386009
267	0.1629903615
268	0.1627010387
269	0.1624789228
270	0.1622696678
271	0.1620004151
272	0.1617677111
273	0.1614629375
274	0.161180284
275	0.1609047651
276	0.1607238972
277	0.1606168506
278	0.1603467844
279	0.1600813177
280	0.1599860082
281	0.1597793451
282	0.1594709805
283	0.1591231736
284	0.1588751703
285	0.1587118779
286	0.1584599791
287	0.158321205
288	0.1581274184
289	0.1579567017
290	0.1575799377
291	0.157367763
292	0.1570585524
293	0.1567983098
294	0.1564827499
295	0.1563509586
296	0.1560566582
297	0.1559125428
298	0.1558047488
299	0.1554839821
300	0.1552607894
301	0.1550775373
302	0.1548614153
303	0.1546589479
304	0.1543563806
305	0.1539822892
306	0.1537388105
307	0.1534903919
308	0.1532457505
309	0.152972509
310	0.1528268717
311	0.1524716322
312	0.1522674529
313	0.1519971902
314	0.1517393882
315	0.15149542
316	0.151356398
317	0.1511186006
318	0.150968356
319	0.1507227266
320	0.1505483375
321	0.1503324875
322	0.1501967521
323	0.1501138863
324	0.1499181718
325	0.1496725103
326	0.1494391331
327	0.1486999447
328	0.1485395067
329	0.1483266016
330	0.1480504049
331	0.1479701684
332	0.1477250872
333	0.1475437404
334	0.1473822389
335	0.147219605
336	0.147061336
337	0.1469063513
338	0.1464964302
339	0.1462080538
340	0.1461170922
341	0.145921189
342	0.1458011878
343	0.1456311706
344	0.1454082762
345	0.1452495963
346	0.1451821817
347	0.1450541126
348	0.1448560076
349	0.1447295968
350	0.1445494894
351	0.144350245
352	0.1441718172
353	0.1439401982
354	0.143781777
355	0.1436775987
356	0.1434488933
357	0.1432069731
358	0.1431374276
359	0.1428922341
360	0.1428094889
361	0.1425979259
362	0.1424371298
363	0.1422846112
364	0.1421276136
365	0.141911719
366	0.1418073323
367	0.141664926
368	0.1414921573
369	0.1412731479
370	0.1411071656
371	0.1408453311
372	0.1406962508
373	0.1405771573
374	0.1403860545
375	0.1401761938
376	0.1400539403
377	0.1399396491
378	0.1398507051
379	0.139638517
380	0.139545746
381	0.1394493201
382	0.1392595498
383	0.1391770287
384	0.1389764901
385	0.1388406063
386	0.1385407844
387	0.1383592798
388	0.1381499801
389	0.1380211054
390	0.1379678883
391	0.1377227928
392	0.1375568811
393	0.1374025228
394	0.1372184182
395	0.1370591456
396	0.1368476461
397	0.1367316256
398	0.1366042232
399	0.1364558481
400	0.1362860434
401	0.1360814861
402	0.1358566
403	0.1356467137
404	0.1355812212
405	0.135483485
406	0.1353104347
407	0.1351396052
408	0.1349170095
409	0.1347982669
410	0.1345360882
411	0.134432966
412	0.1343371038
413	0.1341559934
414	0.1340932481
415	0.13394592
416	0.1338351495
417	0.1336546475
418	0.1334786326
419	0.1332949955
420	0.1330914205
421	0.1329701231
422	0.1329008949
423	0.1328289432
424	0.1327020699
425	0.1325626685
426	0.1324439277
427	0.1322961641
428	0.1320937437
429	0.131838145
430	0.1316589374
431	0.1314548572
432	0.1313095015
433	0.1311837607
434	0.1310380572
435	0.1308834202
436	0.1307363577
437	0.1306609389
438	0.1304750139
439	0.1302793897
440	0.1300308556
441	0.1298726501
442	0.1297747285
443	0.129637285
444	0.1295459752
445	0.1293601885
446	0.129200061
447	0.1290417695
448	0.1289096576
449	0.1287870551
450	0.1286463155
451	0.1284823246
452	0.1283827206
453	0.1282860933
454	0.1280993023
455	0.12800271
456	0.1278639753
457	0.1277184815
458	0.1275849825
459	0.1274060858
460	0.1272706019
461	0.1271097574
462	0.1269138248
463	0.126715526
464	0.1266683735
465	0.1264833872
466	0.1263131777
467	0.1261781701
468	0.1260889038
469	0.1259581837
470	0.1258578753
471	0.125752975
472	0.1255715596
473	0.1254093671
474	0.1252336687
475	0.1250644497
476	0.1249396213
477	0.1247586459
478	0.1246300323
479	0.124479767
480	0.1243472796
481	0.1242388203
482	0.1240102707
483	0.1238864434
484	0.1237264429
485	0.1236274967
486	0.1234748564
487	0.123316293
488	0.1232597243
489	0.1230866968
490	0.1229834263
491	0.1227797331
492	0.122675609
493	0.1225917285
494	0.1224810805
495	0.1223069436
496	0.1222098719
497	0.122083084
498	0.1219363751
499	0.1218322458
500	0.1217654172
501	0.1215533468
502	0.1214320282
503	0.121380217
504	0.1212676001
505	0.12117854
506	0.1210723416
507	0.1209818748
508	0.1207967922
509	0.1206369942
510	0.1204571146
511	0.1203014331
512	0.1202222612
513	0.1201521143
514	0.1200145451
515	0.1199406476
516	0.1198279658
517	0.1197311229
518	0.1195736188
519	0.1194635593
520	0.1193516559
521	0.1192339091
522	0.1190689101
523	0.1190122353
524	0.118943571
525	0.1188212779
526	0.1187264919
527	0.1185957513
528	0.1184836684
529	0.1182957176
530	0.1182495166
531	0.1181087257
532	0.1180273398
533	0.117820215
534	0.11765426
535	0.1175394381
536	0.1174092069
537	0.1173444918
538	0.117168189
539	0.1170367649
540	0.1168927805
541	0.1167212531
542	0.1166463636
543	0.116528402
544	0.1163645116
545	0.1162869833
546	0.1161615631
547	0.1160707169
548	0.1160276551
549	0.1159269898
550	0.1158283019
551	0.1156601662
552	0.1155463411
553	0.1153998341
554	0.115329651
555	0.1152873611
556	0.1152032711
557	0.1151388065
558	0.1150264874
559	0.1148977862
560	0.1147449432
561	0.114622535
562	0.1145315182
563	0.1144630922
564	0.1143284802
565	0.1141945449
566	0.1140690406
567	0.113967416
568	0.1138067018
569	0.1137203731
570	0.1136508077
571	0.1135375202
572	0.1134426912
573	0.1132870669
574	0.1131381307
575	0.1130228608
576	0.1128586143
577	0.1127340491
578	0.1126242775
579	0.1125408266
580	0.1123960232
581	0.1123398628
582	0.1123000481
583	0.1122128326
584	0.112167714
585	0.1120386788
586	0.111907419
587	0.1117675901
588	0.1116566971
589	0.1115695261
590	0.1114158518
591	0.1113085647
592	0.1112489518
593	0.1111191378
594	0.1110350997
595	0.1109740604
596	0.1108903996
597	0.1108019767
598	0.1107497081
599	0.1106930384
600	0.1106479443
601	0.1104401951
602	0.110373303
603	0.1103397812
604	0.1102510177
605	0.1102003602
606	0.1100500664
607	0.1099462315
608	0.1098834182
609	0.1098145171
610	0.1097280235
611	0.1096423355
612	0.1095462592
613	0.1094161451
614	0.1093344286
615	0.109272379
616	0.1091821762
617	0.1091053852
618	0.1089769765
619	0.1088376461
620	0.108780627
621	0.1087250089
622	0.1085911424
623	0.1084712328
624	0.1083716995
625	0.1082704297
626	0.1081506915
627	0.1080540831
628	0.1079650107
629	0.107827604
630	0.1077024175
631	0.1076005168
632	0.107509397
633	0.1074282996
634	0.1073548922
635	0.1072759137
636	0.1072224175
637	0.1071720652
638	0.107112022
639	0.1070146778
640	0.1069438282
641	0.1067929761
642	0.1066740608
643	0.1065886792
644	0.1064915455
645	0.1063916604
646	0.1062781185
647	0.1061810002
648	0.1060838662
649	0.1059717722
650	0.1059347763
651	0.1058322567
652	0.1057510341
653	0.1056210705
654	0.1055295273
655	0.1054397555
656	0.1053636361
657	0.1052264446
658	0.1051377581
659	0.1050400434
660	0.104946425
661	0.1048775485
662	0.1047706388
663	0.1046579791
664	0.1044958756
665	0.1044586119
666	0.1042983686
667	0.1041966855
668	0.1040999972
669	0.1040019551
670	0.1039364811
671	0.1038361354
672	0.1037514553
673	0.1036329963
674	0.103547157
675	0.1034592354
676	0.1031710987
677	0.1031259165
678	0.1030539929
679	0.1030038472
680	0.1029707878
681	0.1028618733
682	0.1028137595
683	0.1027476397
684	0.1026482528
685	0.1025907734
686	0.1025225924
687	0.1024749829
688	0.1023873012
689	0.1023048926
690	0.1022691713
691	0.1022400924
692	0.1020991309
693	0.1020089591
694	0.1019247303
695	0.1018172986
696	0.1017168878
697	0.1016567785
698	0.1015532411
699	0.1014500328
700	0.1013786389
701	0.1012579473
702	0.1011632984
703	0.1011146688
704	0.1010029221
705	0.1009052475
706	0.100848462
707	0.1007828527
708	0.1007528135
709	0.1006800486
710	0.1006322785
711	0.1005939716
712	0.1004273064
713	0.1003716271
714	0.1002277316
715	0.1001884785
716	0.1000826456
717	0.09996221584
718	0.09985456648
719	0.09979181492
720	0.09969918426
721	0.09962161735
722	0.099525661
723	0.09942532225
724	0.09934898419
725	0.09926523672
726	0.09922784956
727	0.09913934568
728	0.09904112138
729	0.09893328885
730	0.09883808064
731	0.09875060782
732	0.09869082119
733	0.09864247778
734	0.09859821971
735	0.09852789375
736	0.09850224109
737	0.09841988015
738	0.09830295125
739	0.09825573805
740	0.09820167319
741	0.09803964489
742	0.09795019994
743	0.09788295985
744	0.09772099114
745	0.09765223088
746	0.09756515795
747	0.0975245737
748	0.09746059975
749	0.09742112401
750	0.09734924637
751	0.09730304761
752	0.09720582636
753	0.09717242569
754	0.09707633458
755	0.0970053476
756	0.09689621514
757	0.09684594848
758	0.09671663045
759	0.09661311436
760	0.09653299258
761	0.09646645942
762	0.09643653467
763	0.09639759218
764	0.09633001577
765	0.09625643762
766	0.09617580384
767	0.0961382323
768	0.09607980019
769	0.09595931829
770	0.09588613082
771	0.09581240943
772	0.09571695829
773	0.09563700983
774	0.09557186596
775	0.09551030848
776	0.0954422748
777	0.09525104337
778	0.09518347709
779	0.09512152618
780	0.09505553261
781	0.09496937654
782	0.09492811109
783	0.09489538074
784	0.09483992228
785	0.09480161833
786	0.09472829295
787	0.09464459412
788	0.09456240109
789	0.09453405638
790	0.0944821759
791	0.09442406302
792	0.09426693047
793	0.09417424927
794	0.09413711952
795	0.09409655685
796	0.09405203024
797	0.09400621831
798	0.09390382127
799	0.09379353828
800	0.09373192471
801	0.09366635682
802	0.09355861874
803	0.09350725585
804	0.09335987552
805	0.09325876854
806	0.0931755149
807	0.09310541004
808	0.09302760547
809	0.09298159599
810	0.09291709301
811	0.0928454155
812	0.09276476595
813	0.09269868478
814	0.09263389144
815	0.09249852925
816	0.09244348342
817	0.09239486456
818	0.09235999087
819	0.09234261947
820	0.09228488276
821	0.09223716844
822	0.09221077203
823	0.09214014911
824	0.09206175881
825	0.09200967166
826	0.09188133411
827	0.09187109454
828	0.09181813994
829	0.09174577303
830	0.09168801927
831	0.09162963727
832	0.09153174186
833	0.09148896284
834	0.09144501472
835	0.09136401748
836	0.09132310199
837	0.09125624634
838	0.09118977085
839	0.09111853875
840	0.09104047184
841	0.09097070703
842	0.09090104913
843	0.09083659316
844	0.09077816608
845	0.09073341196
846	0.09065676719
847	0.09061005561
848	0.0905572887
849	0.09047394106
850	0.0904396115
851	0.09040538032
852	0.09033554437
853	0.09029417212
854	0.09025443875
855	0.09012422708
856	0.0900240891
857	0.08995260022
858	0.08986757818
859	0.08982647296
860	0.08978534507
861	0.08969096077
862	0.08963825913
863	0.08954915946
864	0.08946715594
865	0.08938853858
866	0.0892993936
867	0.08928814406
868	0.08925459992
869	0.08920489461
870	0.08915098509
871	0.08910073143
872	0.08904030715
873	0.08897190382
874	0.08893258041
875	0.08887083875
876	0.08879261844
877	0.0887177182
878	0.08862550114
879	0.08857769587
880	0.08850494345
881	0.08846803172
882	0.08842347325
883	0.0883823602
884	0.08833949397
885	0.0882960983
886	0.08821064214
887	0.08810103141
888	0.08806889876
889	0.0879970484
890	0.08793653645
891	0.08788938432
892	0.08783106821
893	0.08771311921
894	0.08763946297
895	0.08758254384
896	0.08752417337
897	0.08746001581
898	0.0873727569
899	0.08733293754
900	0.08728077971
901	0.0872044881
902	0.08710116893
903	0.08703739415
904	0.08696060674
905	0.08690790549
906	0.08686056581
907	0.08679749298
908	0.08674929731
909	0.08668461217
910	0.08662403663
911	0.08658965072
912	0.08656653861
913	0.08653151504
914	0.08651469958
915	0.08645673155
916	0.08641338805
917	0.08636104421
918	0.08632360668
919	0.08627895383
920	0.0862329454
921	0.08616484917
922	0.08612599465
923	0.08608233671
924	0.08598391396
925	0.08593159582
926	0.08585800718
927	0.08583028689
928	0.08575552511
929	0.08569704073
930	0.08565977128
931	0.08561850273
932	0.0855717075
933	0.08552415131
934	0.08545630953
935	0.08544670337
936	0.08540407007
937	0.08533946307
938	0.08527384161
939	0.08520883891
940	0.08517020146
941	0.08512460666
942	0.08504210897
943	0.08499635961
944	0.08491062861
945	0.0848242235
946	0.08480963265
947	0.08476075081
948	0.08472536226
949	0.08463045509
950	0.08461300285
951	0.08457371429
952	0.08452593619
953	0.08446001057
954	0.08443105667
955	0.08436509009
956	0.08432623118
957	0.08424740153
958	0.08419650647
959	0.08411444069
960	0.08406493828
961	0.08403825736
962	0.08400851092
963	0.08396727949
964	0.08394001697
965	0.0838702525
966	0.08381613156
967	0.08374944693
968	0.08367408127
969	0.08360433693
970	0.08347796916
971	0.08342022748
972	0.08337848595
973	0.08331494937
974	0.08327394813
975	0.08318984106
976	0.08312553168
977	0.0830729055
978	0.08302004494
979	0.08294152265
980	0.08289860838
981	0.08281234084
982	0.08276993436
983	0.08269924309
984	0.08266281261
985	0.08259061144
986	0.08254053527
987	0.08250961967
988	0.08244180691
989	0.08238644875
990	0.08234724342
991	0.08228697433
992	0.08223036028
993	0.0821992699
994	0.08212137986
995	0.08207348404
996	0.08201541068
997	0.08197538325
998	0.08192517787
999	0.08184338734
